Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
Semra Aksu (-Bayan),F,26.0,184.0,75.0,Turkey,TUR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 400 metres Hurdles,
Kemal Aksur,M,24.0,,,Turkey,TUR,1948 Summer,1948,Summer,London,Athletics,Athletics Men's 100 metres,
Kemal Aksur,M,24.0,,,Turkey,TUR,1948 Summer,1948,Summer,London,Athletics,Athletics Men's 200 metres,
Kemal Aksur,M,24.0,,,Turkey,TUR,1948 Summer,1948,Summer,London,Athletics,Athletics Men's 4 x 100 metres Relay,
Nikolay Aleksandrovich Aksyonov,M,26.0,201.0,100.0,Russia,RUS,1996 Summer,1996,Summer,Atlanta,Rowing,Rowing Men's Coxed Eights,Bronze
Nikolay Aleksandrovich Aksyonov,M,30.0,201.0,100.0,Russia,RUS,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Coxed Eights,
Alyona Aksyonova,F,20.0,172.0,52.0,Uzbekistan,UZB,2000 Summer,2000,Summer,Sydney,Shooting,"Shooting Women's Air Rifle, 10 metres",
Alyona Aksyonova,F,20.0,172.0,52.0,Uzbekistan,UZB,2000 Summer,2000,Summer,Sydney,Shooting,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",
Alyona Aksyonova,F,24.0,172.0,52.0,Uzbekistan,UZB,2004 Summer,2004,Summer,Athina,Shooting,"Shooting Women's Air Rifle, 10 metres",
Alyona Aksyonova,F,24.0,172.0,52.0,Uzbekistan,UZB,2004 Summer,2004,Summer,Athina,Shooting,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",
Irina Anatolyevna Aksyonova,F,17.0,174.0,62.0,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Women's 200 metres Freestyle,
Irina Anatolyevna Aksyonova,F,17.0,174.0,62.0,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Women's 400 metres Freestyle,
Irina Anatolyevna Aksyonova,F,17.0,174.0,62.0,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Women's 800 metres Freestyle,
Irina Anatolyevna Aksyonova,F,17.0,174.0,62.0,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Bronze
Yelizaveta Vyacheslavovna Aksyonova,F,18.0,168.0,60.0,Kazakhstan,KAZ,2014 Winter,2014,Winter,Sochi,Luge,Luge Women's Singles,
Sergey Vladimirovich Aksyutin,M,40.0,190.0,100.0,Russia,RUS,2004 Summer,2004,Summer,Athina,Shooting,Shooting Men's Skeet,
Mohammad Aktar,M,17.0,156.0,48.0,Afghanistan,AFG,1980 Summer,1980,Summer,Moskva,Wrestling,"Wrestling Men's Light-Flyweight, Freestyle",
Sonia Aktar,F,19.0,,,Bangladesh,BAN,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 50 metres Freestyle,
Hseyin Akta,M,27.0,175.0,63.0,Turkey,TUR,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's Marathon,
Hseyin Akta,M,35.0,175.0,63.0,Turkey,TUR,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's Marathon,
Serap Akta,F,24.0,165.0,46.0,Turkey,TUR,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Women's Marathon,
Serap Akta,F,28.0,165.0,46.0,Turkey,TUR,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Women's Marathon,
Shirin Akter,F,21.0,159.0,50.0,Bangladesh,BAN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 100 metres,
Armah Akuetteh,M,26.0,175.0,75.0,Ghana,GHA,1972 Summer,1972,Summer,Munich,Football,Football Men's Football,
Ohenewa Akuffo,F,29.0,169.0,72.0,Canada,CAN,2008 Summer,2008,Summer,Beijing,Wrestling,"Wrestling Women's Heavyweight, Freestyle",
Yuliya Yurivna Akulenko,F,27.0,173.0,53.0,Ukraine,UKR,2004 Summer,2004,Summer,Athina,Athletics,Athletics Women's Heptathlon,
Marina Sergeyevna Akulova,F,22.0,181.0,70.0,Russia,RUS,2008 Summer,2008,Summer,Beijing,Volleyball,Volleyball Women's Volleyball,
Julius Akumu,M,27.0,,,Kenya,KEN,1984 Summer,1984,Summer,Los Angeles,Hockey,Hockey Men's Hockey,
Chie Akutsu,F,27.0,155.0,51.0,Japan,JPN,2012 Summer,2012,Summer,London,Hockey,Hockey Women's Hockey,
Kozu Akutsu,M,27.0,162.0,51.0,Japan,JPN,1988 Summer,1988,Summer,Seoul,Athletics,"Athletics Men's 10,000 metres",
Noah Akwu,M,21.0,160.0,74.0,Nigeria,NGR,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 200 metres,
Vladyslav Ivanovych Akymenko,M,23.0,192.0,88.0,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Sailing,Sailing Mixed Two Person Keelboat,Silver
Hasan Al,M,24.0,173.0,67.0,Denmark,DEN,1996 Summer,1996,Summer,Atlanta,Boxing,Boxing Men's Welterweight,
Thijs Joris Al,M,24.0,180.0,72.0,Netherlands,NED,2004 Summer,2004,Summer,Athina,Cycling,"Cycling Men's Mountainbike, Cross-Country",
Mohamed Al Moukdad,M,,,,Lebanon,LIB,1980 Summer,1980,Summer,Moskva,Boxing,Boxing Men's Welterweight,
Naser Al Shami,M,22.0,187.0,81.0,Syria,SYR,2004 Summer,2004,Summer,Athina,Boxing,Boxing Men's Heavyweight,Bronze
Hussein Al-Aameri,M,25.0,177.0,80.0,Iraq,IRQ,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Men's Half-Middleweight,
Kamil Al-Abbasi,M,26.0,183.0,77.0,Saudi Arabia,KSA,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 400 metres Hurdles,
Kamil Al-Abbasi,M,26.0,183.0,77.0,Saudi Arabia,KSA,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 4 x 400 metres Relay,
Abdul Rahman Hassan Al-Abdullah,M,18.0,178.0,65.0,Qatar,QAT,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 800 metres,
Abdullah Basheer Al-Abdullah,M,20.0,,,Qatar,QAT,1992 Summer,1992,Summer,Barcelona,Football,Football Men's Football,
Jamal Al-Abdullah Sulaiman Sultan,M,,170.0,65.0,Qatar,QAT,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 200 metres,
Jamal Al-Abdullah Sulaiman Sultan,M,,170.0,65.0,Qatar,QAT,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 4 x 100 metres Relay,
Sami Juma Sulaiman Al-Abdullah,M,25.0,174.0,65.0,Qatar,QAT,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 4 x 400 metres Relay,
Sami Juma Sulaiman Al-Abdullah,M,29.0,174.0,65.0,Qatar,QAT,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 4 x 400 metres Relay,
Ali Al-Abed,M,,177.0,62.0,United Arab Emirates,UAE,1988 Summer,1988,Summer,Seoul,Cycling,Cycling Men's 100 kilometres Team Time Trial,
Ali Al-Abed,M,,177.0,62.0,United Arab Emirates,UAE,1992 Summer,1992,Summer,Barcelona,Cycling,"Cycling Men's Road Race, Individual",
Ali Al-Abed,M,,177.0,62.0,United Arab Emirates,UAE,1992 Summer,1992,Summer,Barcelona,Cycling,Cycling Men's 100 kilometres Team Time Trial,
Hassan Abdullah Al-Absi,M,,,,Saudi Arabia,KSA,1984 Summer,1984,Summer,Los Angeles,Cycling,"Cycling Men's Road Race, Individual",
Hassan Abdullah Al-Absi,M,,,,Saudi Arabia,KSA,1984 Summer,1984,Summer,Los Angeles,Cycling,Cycling Men's 100 kilometres Team Time Trial,
Saeed Ali Al-Adhreai,M,21.0,171.0,64.0,Yemen,YEM,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 400 metres,
Qaied Al-Adwani,M,25.0,,,Kuwait,KUW,1996 Summer,1996,Summer,Atlanta,Handball,Handball Men's Handball,
Ahmad Al-Afasi,M,33.0,,,Individual Olympic Athletes,IOA,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,Shooting Men's Double Trap,
Fawaz Al-Ahmad,M,22.0,,,Kuwait,KUW,1992 Summer,1992,Summer,Barcelona,Football,Football Men's Football,
Salem Mouled Musa'id Al-Ahmadi,M,26.0,185.0,75.0,Saudi Arabia,KSA,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's Triple Jump,
Salem Mouled Musa'id Al-Ahmadi,M,31.0,185.0,75.0,Saudi Arabia,KSA,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's Triple Jump,
Salem Mouled Musa'id Al-Ahmadi,M,34.0,185.0,75.0,Saudi Arabia,KSA,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's Triple Jump,
Ahmed Sa'd Mas'ud Al-Ahmed,M,18.0,177.0,70.0,Kuwait,KUW,1980 Summer,1980,Summer,Moskva,Fencing,"Fencing Men's Foil, Individual",
Ahmed Sa'd Mas'ud Al-Ahmed,M,18.0,177.0,70.0,Kuwait,KUW,1980 Summer,1980,Summer,Moskva,Fencing,"Fencing Men's Foil, Team",
Ahmed Sa'd Mas'ud Al-Ahmed,M,18.0,177.0,70.0,Kuwait,KUW,1980 Summer,1980,Summer,Moskva,Fencing,"Fencing Men's Sabre, Individual",
Ahmed Sa'd Mas'ud Al-Ahmed,M,22.0,177.0,70.0,Kuwait,KUW,1984 Summer,1984,Summer,Los Angeles,Fencing,"Fencing Men's Foil, Individual",
Ahmed Sa'd Mas'ud Al-Ahmed,M,22.0,177.0,70.0,Kuwait,KUW,1984 Summer,1984,Summer,Los Angeles,Fencing,"Fencing Men's Foil, Team",
Abbas Murshid Al-Aibi,M,,168.0,67.0,Iraq,IRQ,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 4 x 400 metres Relay,
Abdullah Azzan Al-Akbary,M,18.0,183.0,70.0,Oman,OMA,1984 Summer,1984,Summer,Los Angeles,Athletics,"Athletics Men's 3,000 metres Steeplechase",
Abdullah Sulaiman Al-Akbary,M,23.0,180.0,75.0,Oman,OMA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 100 metres,
Abdullah Sulaiman Al-Akbary,M,23.0,180.0,75.0,Oman,OMA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 4 x 400 metres Relay,
Mazoon Khalfan Saleh Al-Alawi,F,18.0,182.0,,Oman,OMA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 100 metres,
Mishal Al-Ali,M,28.0,,,Kuwait,KUW,1996 Summer,1996,Summer,Atlanta,Handball,Handball Men's Handball,
Mubarak Anber Aman Al-Ali,M,,170.0,65.0,Qatar,QAT,1984 Summer,1984,Summer,Los Angeles,Football,Football Men's Football,
Abdul Azim Mohamed Al-Aliwat,M,21.0,155.0,,Saudi Arabia,KSA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's Javelin Throw,
Rashid Saad Riyadh Al-Ameeri,M,25.0,177.0,125.0,Bahrain,BRN,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's Hammer Throw,
Mohamed Al-Ammari,M,18.0,172.0,65.0,Qatar,QAT,1984 Summer,1984,Summer,Los Angeles,Football,Football Men's Football,
Ali Ahmed Al-Amri,M,23.0,155.0,51.0,Saudi Arabia,KSA,2008 Summer,2008,Summer,Beijing,Athletics,"Athletics Men's 3,000 metres Steeplechase",
Ali Ahmed Al-Amri,M,27.0,155.0,51.0,Saudi Arabia,KSA,2012 Summer,2012,Summer,London,Athletics,"Athletics Men's 3,000 metres Steeplechase",
Tariq Ahmed Al-Amri,M,25.0,165.0,49.0,Saudi Arabia,KSA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Men's 5,000 metres",
Atallah Al-Anazi,M,28.0,174.0,74.0,Saudi Arabia,KSA,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,"Shooting Men's Air Pistol, 10 metres",
Atallah Al-Anazi,M,28.0,174.0,74.0,Saudi Arabia,KSA,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,"Shooting Men's Free Pistol, 50 metres",
Abdullah Mohamed Amer Al-Anbari,M,22.0,170.0,60.0,Oman,OMA,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 800 metres,
Adel Al-Anezi,M,23.0,163.0,57.0,Kuwait,KUW,2000 Summer,2000,Summer,Sydney,Football,Football Men's Football,
Abdel Aziz Khalid Al-Anjri,M,,155.0,75.0,Kuwait,KUW,1980 Summer,1980,Summer,Moskva,Handball,Handball Men's Handball,
Bassam Al-Ansari,M,,175.0,61.0,United Arab Emirates,UAE,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Men's 400 metres Freestyle,
Bassam Al-Ansari,M,,175.0,61.0,United Arab Emirates,UAE,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,
Bassam Al-Ansari,M,,175.0,61.0,United Arab Emirates,UAE,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,
Meshal Al-Anzi,M,20.0,,,Kuwait,KUW,1992 Summer,1992,Summer,Barcelona,Football,Football Men's Football,
Safaq Qaed Al-Anzi,M,,187.0,83.0,Saudi Arabia,KSA,1984 Summer,1984,Summer,Los Angeles,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",
Ahmad Al-Aosta,M,23.0,165.0,69.0,Syria,SYR,1992 Summer,1992,Summer,Barcelona,Wrestling,"Wrestling Men's Lightweight, Freestyle",
Ahmad Al-Aosta,M,27.0,165.0,69.0,Syria,SYR,1996 Summer,1996,Summer,Atlanta,Wrestling,"Wrestling Men's Lightweight, Freestyle",
Ahmed Abdulrahman Al-Arbeed,M,,,,Kuwait,KUW,1976 Summer,1976,Summer,Montreal,Fencing,"Fencing Men's Foil, Individual",
Ahmed Abdulrahman Al-Arbeed,M,,,,Kuwait,KUW,1976 Summer,1976,Summer,Montreal,Fencing,"Fencing Men's Foil, Team",
Dhaher Al-Aryani,M,39.0,182.0,73.0,United Arab Emirates,UAE,2012 Summer,2012,Summer,London,Shooting,Shooting Men's Trap,
Sayed Mohamed Al-Asibi,M,,,,Saudi Arabia,KSA,1984 Summer,1984,Summer,Los Angeles,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",
Yousef Al-Askari,M,18.0,175.0,65.0,Kuwait,KUW,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 200 metres Butterfly,
Nidal Al-Asmar,M,34.0,183.0,80.0,Lebanon,LIB,2004 Summer,2004,Summer,Athina,Shooting,Shooting Men's Trap,
Jarrah Al-Asmawi,M,21.0,,,Kuwait,KUW,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Men's 100 metres Freestyle,
Jarrah Al-Asmawi,M,21.0,,,Kuwait,KUW,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Men's 100 metres Backstroke,
Jarrah Al-Asmawi,M,21.0,,,Kuwait,KUW,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Men's 100 metres Butterfly,
Khaled Al-Assaf,M,20.0,179.0,68.0,Kuwait,KUW,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 100 metres Freestyle,
Ahmed Mahmoud Al-Assiri,M,24.0,180.0,72.0,Saudi Arabia,KSA,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 400 metres,
Ahmed Mahmoud Al-Assiri,M,24.0,180.0,72.0,Saudi Arabia,KSA,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 4 x 400 metres Relay,
Mohamed Juma Al-Aswad Al-Makhoun,M,20.0,180.0,80.0,United Arab Emirates,UAE,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 200 metres,
Kamal Ibrahim Al-Athari,M,17.0,176.0,63.0,Kuwait,KUW,1976 Summer,1976,Summer,Montreal,Judo,Judo Men's Lightweight,
Rashid Salih Hamad Al-Athba,M,23.0,175.0,90.0,Qatar,QAT,2004 Summer,2004,Summer,Athina,Shooting,Shooting Men's Double Trap,
Rashid Salih Hamad Al-Athba,M,31.0,175.0,90.0,Qatar,QAT,2012 Summer,2012,Summer,London,Shooting,Shooting Men's Trap,
Rashid Salih Hamad Al-Athba,M,31.0,175.0,90.0,Qatar,QAT,2012 Summer,2012,Summer,London,Shooting,Shooting Men's Double Trap,
Mary Al-Atrash,F,22.0,170.0,57.0,Palestine,PLE,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 50 metres Freestyle,
Hamad Mubarak Al-Attiya,M,19.0,,,Qatar,QAT,1992 Summer,1992,Summer,Barcelona,Football,Football Men's Football,
Nasser Salih Nasser Abdullah Al-Attiya,M,25.0,178.0,82.0,Qatar,QAT,1996 Summer,1996,Summer,Atlanta,Shooting,Shooting Men's Skeet,
Nasser Salih Nasser Abdullah Al-Attiya,M,29.0,178.0,82.0,Qatar,QAT,2000 Summer,2000,Summer,Sydney,Shooting,Shooting Men's Skeet,
Nasser Salih Nasser Abdullah Al-Attiya,M,33.0,178.0,82.0,Qatar,QAT,2004 Summer,2004,Summer,Athina,Shooting,Shooting Men's Skeet,
Nasser Salih Nasser Abdullah Al-Attiya,M,37.0,178.0,82.0,Qatar,QAT,2008 Summer,2008,Summer,Beijing,Shooting,Shooting Men's Skeet,
Nasser Salih Nasser Abdullah Al-Attiya,M,41.0,178.0,82.0,Qatar,QAT,2012 Summer,2012,Summer,London,Shooting,Shooting Men's Skeet,Bronze
Nasser Salih Nasser Abdullah Al-Attiya,M,45.0,178.0,82.0,Qatar,QAT,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,Shooting Men's Skeet,
Hamad Ali Mohamed A Al-Attiyah,M,21.0,193.0,89.0,Qatar,QAT,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Jumping, Individual",
Hamad Ali Mohamed A Al-Attiyah,M,21.0,193.0,89.0,Qatar,QAT,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Jumping, Team",
Abdul Kareem Salah Al-Awad,M,22.0,170.0,63.0,Kuwait,KUW,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 100 metres,
Abdul Kareem Salah Al-Awad,M,22.0,170.0,63.0,Kuwait,KUW,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 4 x 100 metres Relay,
Khaled Anwar Al-Awadhi,M,15.0,170.0,61.0,Kuwait,KUW,1980 Summer,1980,Summer,Moskva,Fencing,"Fencing Men's Foil, Individual",
Khaled Anwar Al-Awadhi,M,15.0,170.0,61.0,Kuwait,KUW,1980 Summer,1980,Summer,Moskva,Fencing,"Fencing Men's Foil, Team",
Khaled Anwar Al-Awadhi,M,19.0,170.0,61.0,Kuwait,KUW,1984 Summer,1984,Summer,Los Angeles,Fencing,"Fencing Men's Foil, Individual",
Khaled Anwar Al-Awadhi,M,19.0,170.0,61.0,Kuwait,KUW,1984 Summer,1984,Summer,Los Angeles,Fencing,"Fencing Men's Foil, Team",
Khaled Anwar Al-Awadhi,M,24.0,170.0,61.0,Kuwait,KUW,1988 Summer,1988,Summer,Seoul,Fencing,"Fencing Men's Foil, Individual",
Khaled Anwar Al-Awadhi,M,24.0,170.0,61.0,Kuwait,KUW,1988 Summer,1988,Summer,Seoul,Fencing,"Fencing Men's Foil, Team",
Ali Hamed Al-Awasa,M,27.0,180.0,70.0,Jordan,JOR,1984 Summer,1984,Summer,Los Angeles,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",
Wael Al-Aydy,M,36.0,178.0,76.0,Egypt,EGY,2008 Summer,2008,Summer,Beijing,Volleyball,Volleyball Men's Volleyball,
Khodor Munir Al-Aywan,M,15.0,165.0,67.0,Lebanon,LIB,1988 Summer,1988,Summer,Seoul,Weightlifting,Weightlifting Men's Flyweight,
Khodor Munir Al-Aywan,M,27.0,165.0,67.0,Lebanon,LIB,2000 Summer,2000,Summer,Sydney,Weightlifting,Weightlifting Men's Light-Heavyweight,
Mohamed Amin Al-Aywan,M,17.0,168.0,67.0,Lebanon,LIB,1988 Summer,1988,Summer,Seoul,Weightlifting,Weightlifting Men's Lightweight,
Mohamed Mutlaq Khalaf Al-Azemi,M,22.0,178.0,64.0,Kuwait,KUW,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 800 metres,
Mohamed Mutlaq Khalaf Al-Azemi,M,26.0,178.0,64.0,Kuwait,KUW,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 800 metres,
Mohamed Mutlaq Khalaf Al-Azemi,M,30.0,178.0,64.0,Kuwait,KUW,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 800 metres,
Musayed Ayed Al-Azimi,M,31.0,,,Kuwait,KUW,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 4 x 400 metres Relay,
Bilal Said Mabrouk Al-Azma,M,17.0,171.0,68.0,Saudi Arabia,KSA,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 4 x 100 metres Relay,
Bilal Said Mabrouk Al-Azma,M,17.0,171.0,68.0,Saudi Arabia,KSA,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's Long Jump,
Mohanad Ahmed Dheyaa Al-Azzawi,M,15.0,173.0,65.0,Iraq,IRQ,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 100 metres Butterfly,
Abdul Mohsen Al-Bagir,M,28.0,158.0,69.0,Saudi Arabia,KSA,2004 Summer,2004,Summer,Athina,Weightlifting,Weightlifting Men's Lightweight,
Jafar Al-Bagir,M,21.0,167.0,69.0,Saudi Arabia,KSA,2004 Summer,2004,Summer,Athina,Weightlifting,Weightlifting Men's Lightweight,
Sami Al-Baker,M,20.0,,,Saudi Arabia,KSA,1992 Summer,1992,Summer,Barcelona,Fencing,"Fencing Men's Sabre, Individual",
Zouheir Al-Balah,M,21.0,175.0,74.0,Syria,SYR,1988 Summer,1988,Summer,Seoul,Wrestling,"Wrestling Men's Welterweight, Greco-Roman",
Ali Mohamed Al-Balooshi,M,17.0,180.0,60.0,United Arab Emirates,UAE,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 800 metres,
Ayesha Shahriyar Mohammed Al-Balooshi,F,24.0,160.0,57.0,United Arab Emirates,UAE,2016 Summer,2016,Summer,Rio de Janeiro,Weightlifting,Weightlifting Women's Lightweight,
Mansour Ayoub Al-Baloushi,M,20.0,175.0,65.0,Oman,OMA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 800 metres,
Mansour Ayoub Al-Baloushi,M,20.0,175.0,65.0,Oman,OMA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 4 x 400 metres Relay,
Ali Al-Baluchi,M,29.0,,,Kuwait,KUW,1988 Summer,1988,Summer,Seoul,Boxing,Boxing Men's Super-Heavyweight,
Wadha Bint Nasir Al-Balushi,F,26.0,160.0,75.0,Oman,OMA,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,"Shooting Women's Air Pistol, 10 metres",
Abdullah Salim Al-Barwani,M,,161.0,65.0,Oman,OMA,1988 Summer,1988,Summer,Seoul,Boxing,Boxing Men's Welterweight,
Faisal Abdullah Al-Basam,M,18.0,,,Saudi Arabia,KSA,1984 Summer,1984,Summer,Los Angeles,Archery,Archery Men's Individual,
Nada Mohamed Abdulzaher Mohamed Al-Bedwawi,F,18.0,162.0,53.0,United Arab Emirates,UAE,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 50 metres Freestyle,
Waleed Saleh Al-Bekheet,M,23.0,190.0,98.0,Kuwait,KUW,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's Hammer Throw,
Waleed Saleh Al-Bekheet,M,27.0,190.0,98.0,Kuwait,KUW,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's Hammer Throw,
Mubarak Muhammad Salem Al-Besher,M,24.0,,,United Arab Emirates,UAE,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 100 metres Breaststroke,
Ahmad Al-Bishi,M,21.0,170.0,62.0,Saudi Arabia,KSA,1984 Summer,1984,Summer,Los Angeles,Football,Football Men's Football,
Hamdan Awdah Al-Bishi,M,19.0,180.0,70.0,Saudi Arabia,KSA,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 400 metres,
Hamdan Awdah Al-Bishi,M,19.0,180.0,70.0,Saudi Arabia,KSA,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 4 x 400 metres Relay,
Hamdan Awdah Al-Bishi,M,23.0,180.0,70.0,Saudi Arabia,KSA,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 400 metres,
Hamed Hamadan Al-Bishi,M,18.0,170.0,70.0,Saudi Arabia,KSA,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 4 x 400 metres Relay,
Hussain Misfor Al-Bishi,M,23.0,173.0,69.0,Saudi Arabia,KSA,1984 Summer,1984,Summer,Los Angeles,Football,Football Men's Football,
Mohamed Fahd Al-Bishi,M,23.0,160.0,52.0,Saudi Arabia,KSA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 100 metres,
Mohamed Fahd Al-Bishi,M,23.0,160.0,52.0,Saudi Arabia,KSA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 200 metres,
Mohamed Hamed Al-Bishi,M,20.0,170.0,65.0,Saudi Arabia,KSA,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 400 metres,
Mohamed Hamed Al-Bishi,M,20.0,170.0,65.0,Saudi Arabia,KSA,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 4 x 400 metres Relay,
Mohamed Hamed Al-Bishi,M,24.0,170.0,65.0,Saudi Arabia,KSA,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 4 x 400 metres Relay,
Saad Shetwy Al-Bishi,M,23.0,195.0,122.0,Saudi Arabia,KSA,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's Shot Put,
Sameera Zayid Al-Bitar,F,14.0,168.0,64.0,Bahrain,BRN,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 50 metres Freestyle,
Sameera Zayid Al-Bitar,F,18.0,168.0,64.0,Bahrain,BRN,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 50 metres Freestyle,
Abdul Ridha Al-Boloushi,M,23.0,,,Kuwait,KUW,1996 Summer,1996,Summer,Atlanta,Handball,Handball Men's Handball,
Mohamed Al-Bouhairi,M,24.0,183.0,69.0,Saudi Arabia,KSA,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's Triple Jump,
Fadwa Al-Bouza,F,18.0,173.0,58.0,Syria,SYR,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Women's 100 metres Hurdles,
Abdullah Mohammad Al-Buloshi,M,20.0,176.0,72.0,Kuwait,KUW,1980 Summer,1980,Summer,Moskva,Football,Football Men's Football,
Abdul Latif Mohamed Al-Bulushi,M,28.0,169.0,69.0,Oman,OMA,1984 Summer,1984,Summer,Los Angeles,Shooting,"Shooting Men's Air Rifle, 10 metres",
Abdul Latif Mohamed Al-Bulushi,M,28.0,169.0,69.0,Oman,OMA,1984 Summer,1984,Summer,Los Angeles,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",
Abdul Latif Mohamed Al-Bulushi,M,32.0,169.0,69.0,Oman,OMA,1988 Summer,1988,Summer,Seoul,Shooting,"Shooting Men's Air Rifle, 10 metres",
